InteractionID	PeakID.1.	chr.1.	start.1.	end.1.	strand.1.	Total.Reads.1.	PeakID.2.	chr.2.	start.2.	end.2.	strand.2.	Total.Reads.2.	Distance	Interaction.Reads	Expected.Reads	Z.score	LogP	FDR.Benjamini..based.on.3.68e.08.total.tests.	Circos.Thickness
interaction2436	chr15-98800000	chr15	98800000	98900000	+	11369	chr15-98600000	chr15	98600000	98700000	+	9614	186390	155	48.690811	2.189313	-76.828889	0	6
interaction2468	chr15-36600000	chr15	36600000	36700000	+	12678	chr15-36500000	chr15	36500000	36600000	+	13513	92357	309	143.003809	2.152673	-76.351519	0	6
interaction2477	chr14-119300000	chr14	119300000	119400000	+	9217	chr14-118500000	chr14	118500000	118600000	+	13091	797280	87	16.767767	2.247752	-76.216764	0	6
interaction2489	chr15-79500000	chr15	79500000	79600000	+	8393	chr15-79000000	chr15	79000000	79100000	+	8832	485762	83	15.255133	2.523849	-76.051853	0	6
interaction2504	chr15-80700000	chr15	80700000	80800000	+	12931	chr15-80100000	chr15	80100000	80200000	+	10336	614210	100	22.242242	2.176657	-75.825432	0	6
interaction2530	chr15-76400000	chr15	76400000	76500000	+	7240	chr15-76300000	chr15	76300000	76400000	+	11398	75985	200	74.888245	2.739623	-75.551408	0	6
interaction2534	chr15-36900000	chr15	36900000	37000000	+	12049	chr15-36700000	chr15	36700000	36800000	+	9482	207243	148	45.568068	2.226455	-75.522023	0	6
interaction2538	chr15-66700000	chr15	66700000	66800000	+	11431	chr15-66600000	chr15	66600000	66700000	+	13003	78105	280	124.694215	2.259413	-75.415584	0	6
interaction2556	chr14-17000000	chr14	17000000	17100000	+	13062	chr14-16500000	chr14	16500000	16600000	+	11015	480942	117	30.141506	2.03412	-75.17361	0	6
interaction2568	chr15-81700000	chr15	81700000	81800000	+	10502	chr15-81500000	chr15	81500000	81600000	+	9152	186385	138	40.615494	2.310191	-74.96172	0	6
interaction2569	chr15-85500000	chr15	85500000	85600000	+	8841	chr15-85400000	chr15	85400000	85500000	+	12243	78323	238	98.347945	2.466893	-74.928619	0	6
interaction2590	chr15-37800000	chr15	37800000	37900000	+	12354	chr15-37200000	chr15	37200000	37300000	+	12148	595261	103	23.888498	2.117369	-74.639008	0	6
interaction2610	chr15-63300000	chr15	63300000	63400000	+	11616	chr15-61800000	chr15	61800000	61900000	+	12901	1504527	70	10.849534	2.311004	-74.383536	0	6
interaction2614	chr15-63400000	chr15	63400000	63500000	+	12956	chr15-61200000	chr15	61200000	61300000	+	12037	2200176	62	8.247327	2.383845	-74.278797	0	6
interaction2631	chr15-96000000	chr15	96000000	96100000	+	11033	chr15-95600000	chr15	95600000	95700000	+	10875	411193	116	30.081193	2.102589	-73.984105	0	6
interaction2634	chr14-73600000	chr14	73600000	73700000	+	10704	chr14-73500000	chr14	73500000	73600000	+	11035	112120	241	100.792715	2.433475	-73.93395	0	6
interaction2649	chr14-79800000	chr14	79800000	79900000	+	11903	chr14-79600000	chr14	79600000	79700000	+	9966	188805	150	47.477374	2.174656	-73.612187	0	6
interaction2671	chr14-31100000	chr14	31100000	31200000	+	13037	chr14-30900000	chr14	30900000	31000000	+	9310	191811	155	50.411914	2.123896	-73.149712	0	6
interaction2719	chr14-79700000	chr14	79700000	79800000	+	9956	chr14-79000000	chr14	79000000	79100000	+	9956	709531	79	14.508375	2.37276	-72.50369	0	6
interaction2725	chr15-80700000	chr15	80700000	80800000	+	12931	chr15-79900000	chr15	79900000	80000000	+	12264	802217	94	20.626695	2.074981	-72.362903	0	6
interaction2726	chr14-31200000	chr14	31200000	31300000	+	12422	chr14-30800000	chr14	30800000	30900000	+	12205	408582	128	36.551692	1.95499	-72.330249	0	6
interaction2736	chr14-47800000	chr14	47800000	47900000	+	11646	chr14-47700000	chr14	47700000	47800000	+	12335	85802	274	123.250268	2.231345	-72.274586	0	6
interaction2777	chr14-31200000	chr14	31200000	31300000	+	12422	chr14-30900000	chr14	30900000	31000000	+	9310	303399	128	36.725268	2.092102	-72.001033	0	6
interaction2788	chr15-63400000	chr15	63400000	63500000	+	12956	chr15-61900000	chr15	61900000	62000000	+	12487	1511542	71	11.679025	2.239573	-71.840189	0	6
interaction2793	chr15-59400000	chr15	59400000	59500000	+	14076	chr15-58700000	chr15	58700000	58800000	+	10944	690217	96	21.678895	2.092741	-71.7286	0	6
interaction2804	chr15-36600000	chr15	36600000	36700000	+	12678	chr15-36400000	chr15	36400000	36500000	+	9062	197109	145	45.797188	2.178197	-71.488852	0	6
interaction2822	chr15-98700000	chr15	98700000	98800000	+	6953	chr15-98600000	chr15	98600000	98700000	+	9614	75086	179	65.104855	2.819061	-71.152111	0	6
interaction2864	chr14-119300000	chr14	119300000	119400000	+	9217	chr14-119200000	chr14	119200000	119300000	+	13577	93330	261	116.256697	2.25839	-70.60532	0	6
interaction2872	chr15-96500000	chr15	96500000	96600000	+	12206	chr15-96400000	chr15	96400000	96500000	+	11134	79391	273	124.059112	2.202876	-70.512131	0	6
interaction2878	chr15-98600000	chr15	98600000	98700000	+	9614	chr15-98300000	chr15	98300000	98400000	+	9294	285850	114	30.399026	2.21184	-70.440153	0	6
interaction2895	chr15-89100000	chr15	89100000	89200000	+	7690	chr15-89000000	chr15	89000000	89100000	+	11127	82475	201	78.721476	2.614649	-70.200249	0	6
interaction2902	chr14-17000000	chr14	17000000	17100000	+	13062	chr14-16100000	chr14	16100000	16200000	+	9053	883373	79	15.054973	2.216675	-70.137278	0	6
interaction2903	chr15-102300000	chr15	102300000	102400000	+	11458	chr15-102100000	chr15	102100000	102200000	+	7497	191663	132	39.589915	2.273997	-70.128161	0	6
interaction2904	chr14-65700000	chr14	65700000	65800000	+	8740	chr14-65600000	chr14	65600000	65700000	+	9216	87901	186	69.703462	2.73646	-70.110161	0	6
interaction2922	chr15-99600000	chr15	99600000	99700000	+	9548	chr15-99500000	chr15	99500000	99600000	+	9111	66754	209	83.682392	2.553581	-69.936908	0	6
interaction2932	chr15-57800000	chr15	57800000	57900000	+	11212	chr15-57700000	chr15	57700000	57800000	+	13267	83873	271	123.283913	2.199805	-69.837331	0	6
interaction2944	chr15-57700000	chr15	57700000	57800000	+	13267	chr15-57600000	chr15	57600000	57700000	+	12454	85652	290	136.040751	2.114537	-69.641274	0	6
interaction2958	chr14-77200000	chr14	77200000	77300000	+	13333	chr14-76900000	chr14	76900000	77000000	+	11264	313639	141	44.55826	1.932362	-69.417032	0	6
interaction2960	chr15-98600000	chr15	98600000	98700000	+	9614	chr15-98500000	chr15	98500000	98600000	+	8617	71333	202	79.769898	2.591692	-69.405316	0	6
interaction2965	chr14-119200000	chr14	119200000	119300000	+	13577	chr14-118500000	chr14	118500000	118600000	+	13091	682131	107	27.409185	1.919295	-69.343245	0	6
interaction2967	chr15-74700000	chr15	74700000	74800000	+	11112	chr15-74600000	chr15	74600000	74700000	+	10466	97206	239	102.894302	2.352669	-69.310107	0	6
interaction2969	chr15-63400000	chr15	63400000	63500000	+	12956	chr15-61500000	chr15	61500000	61600000	+	14136	1899589	67	10.756485	2.201658	-69.283217	0	6
interaction3045	chr15-86000000	chr15	86000000	86100000	+	10427	chr15-85600000	chr15	85600000	85700000	+	7611	380681	90	19.986048	2.335405	-68.658965	0	6
interaction3047	chr14-52900000	chr14	52900000	53000000	+	10692	chr14-52800000	chr14	52800000	52900000	+	12802	84589	266	120.996336	2.199988	-68.641763	0	6
interaction3053	chr14-52800000	chr14	52800000	52900000	+	12802	chr14-52700000	chr14	52700000	52800000	+	9594	89033	248	109.358921	2.286128	-68.536198	0	6
interaction3093	chr15-81100000	chr15	81100000	81200000	+	12513	chr15-80800000	chr15	80800000	80900000	+	10795	291450	135	41.954916	1.959693	-68.13261	0	6
interaction3110	chr15-36900000	chr15	36900000	37000000	+	12049	chr15-36600000	chr15	36600000	36700000	+	12678	286321	142	45.76026	1.899797	-67.960585	0	6
interaction3121	chr15-80800000	chr15	80800000	80900000	+	10795	chr15-79900000	chr15	79900000	80000000	+	12264	914694	79	15.625461	2.167733	-67.721145	0	6
interaction3135	chr14-54800000	chr14	54800000	54900000	+	11577	chr14-54200000	chr14	54200000	54300000	+	5414	581669	67	11.154891	2.572849	-67.402778	0	6
interaction3146	chr14-26400000	chr14	26400000	26500000	+	9970	chr14-25900000	chr14	25900000	26000000	+	11392	486393	97	23.506086	2.121083	-67.202408	0	6
interaction3158	chr15-5900000	chr15	5900000	6000000	+	13661	chr15-5100000	chr15	5100000	5200000	+	13854	795897	101	25.366565	1.893594	-67.067805	0	6
interaction3166	chr15-86200000	chr15	86200000	86300000	+	9779	chr15-86000000	chr15	86000000	86100000	+	10427	187263	136	43.032588	2.173859	-66.970373	0	6
interaction3174	chr15-96700000	chr15	96700000	96800000	+	9337	chr15-96300000	chr15	96300000	96400000	+	10321	404207	99	24.537679	2.169038	-66.866357	0	6
interaction3181	chr14-79700000	chr14	79700000	79800000	+	9956	chr14-79600000	chr14	79600000	79700000	+	9966	75961	209	85.728124	2.486333	-66.818185	0	6
interaction3198	chr15-37700000	chr15	37700000	37800000	+	10415	chr15-37300000	chr15	37300000	37400000	+	9941	396340	98	24.144006	2.178073	-66.642163	0	6
interaction3205	chr15-94000000	chr15	94000000	94100000	+	12738	chr15-93500000	chr15	93500000	93600000	+	6688	490685	83	17.604738	2.313477	-66.523501	0	6
interaction3230	chr15-27700000	chr15	27700000	27800000	+	10425	chr15-27500000	chr15	27500000	27600000	+	10215	193049	136	43.376798	2.158878	-66.205301	0	6
interaction3239	chr14-65000000	chr14	65000000	65100000	+	11186	chr14-64800000	chr14	64800000	64900000	+	15207	202579	176	66.057294	1.855133	-66.113211	0	6
interaction3242	chr15-80300000	chr15	80300000	80400000	+	11387	chr15-80200000	chr15	80200000	80300000	+	8225	87121	205	83.835206	2.494509	-66.101598	0	6
interaction3244	chr14-17100000	chr14	17100000	17200000	+	11713	chr14-15500000	chr14	15500000	15600000	+	11035	1590887	63	9.975189	2.258733	-66.034963	0	6
interaction3251	chr15-79700000	chr15	79700000	79800000	+	7925	chr15-79500000	chr15	79500000	79600000	+	8393	197612	107	28.651853	2.482315	-65.971966	0	6
interaction3261	chr15-102200000	chr15	102200000	102300000	+	7932	chr15-102100000	chr15	102100000	102200000	+	7497	77928	165	59.917616	2.822323	-65.827683	0	6
interaction3263	chr14-32500000	chr14	32500000	32600000	+	17168	chr14-32300000	chr14	32300000	32400000	+	9094	194089	172	63.950423	1.872715	-65.804935	0	6
interaction3275	chr15-98500000	chr15	98500000	98600000	+	8617	chr15-98400000	chr15	98400000	98500000	+	11097	98945	216	91.011557	2.411826	-65.682655	0	6
interaction3280	chr15-96000000	chr15	96000000	96100000	+	11033	chr15-95900000	chr15	95900000	96000000	+	13534	86722	282	134.288294	2.072505	-65.613454	0	6
interaction3281	chr15-80300000	chr15	80300000	80400000	+	11387	chr15-80000000	chr15	80000000	80100000	+	11786	298797	133	42.026281	1.931747	-65.60288	0	6
interaction3335	chr14-73700000	chr14	73700000	73800000	+	11541	chr14-73400000	chr14	73400000	73500000	+	12607	284879	136	43.836069	1.898898	-65.175034	0	6
interaction3390	chr14-122500000	chr14	122500000	122600000	+	13758	chr14-122300000	chr14	122300000	122400000	+	12025	194959	184	71.812122	1.781708	-64.498498	0	4
interaction3398	chr15-36700000	chr15	36700000	36800000	+	9482	chr15-36600000	chr15	36600000	36700000	+	12678	63781	232	102.159918	2.289553	-64.415137	0	4
interaction3425	chr15-73500000	chr15	73500000	73600000	+	6975	chr15-73400000	chr15	73400000	73500000	+	10775	57150	176	67.443423	2.673756	-64.143084	0	4
interaction3448	chr15-27800000	chr15	27800000	27900000	+	12271	chr15-27500000	chr15	27500000	27600000	+	10215	276716	125	38.545927	1.971578	-63.939779	0	4
interaction3480	chr14-122400000	chr14	122400000	122500000	+	12601	chr14-122200000	chr14	122200000	122300000	+	11602	185809	170	63.992519	1.84929	-63.595155	0	4
interaction3491	chr15-63500000	chr15	63500000	63600000	+	11422	chr15-61200000	chr15	61200000	61300000	+	12037	2308596	53	7.102648	2.356758	-63.479054	0	4
interaction3505	chr15-96600000	chr15	96600000	96700000	+	10495	chr15-96300000	chr15	96300000	96400000	+	10321	286804	119	35.687124	2.017248	-63.296462	0	4
interaction3506	chr15-80800000	chr15	80800000	80900000	+	10795	chr15-80500000	chr15	80500000	80600000	+	14857	305217	144	49.198702	1.802266	-63.255869	0	4
interaction3524	chr15-80500000	chr15	80500000	80600000	+	14857	chr15-79700000	chr15	79700000	79800000	+	7925	799811	76	15.608781	2.157899	-62.997097	0	4
interaction3531	chr15-81700000	chr15	81700000	81800000	+	10502	chr15-78700000	chr15	78700000	78800000	+	7847	3003668	41	3.814644	2.653533	-62.947273	0	4
interaction3535	chr15-93800000	chr15	93800000	93900000	+	13048	chr15-93300000	chr15	93300000	93400000	+	12582	492450	113	32.740525	1.858492	-62.923469	0	4
interaction3537	chr14-79900000	chr14	79900000	80000000	+	11796	chr14-79600000	chr14	79600000	79700000	+	9966	268656	119	35.870886	2.008695	-62.877395	0	4
interaction3539	chr14-17000000	chr14	17000000	17100000	+	13062	chr14-15500000	chr14	15500000	15600000	+	11035	1492121	66	11.699096	2.14576	-62.844321	0	4
interaction3551	chr15-8500000	chr15	8500000	8600000	+	10078	chr15-8200000	chr15	8200000	8300000	+	12393	294169	127	40.175035	1.929252	-62.685363	0	4
interaction3561	chr15-76500000	chr15	76500000	76600000	+	9675	chr15-76300000	chr15	76300000	76400000	+	11398	196663	138	46.209378	2.067547	-62.608389	0	4
interaction3562	chr15-36400000	chr15	36400000	36500000	+	9062	chr15-36100000	chr15	36100000	36200000	+	9806	282839	102	27.440413	2.19485	-62.591431	0	4
interaction3575	chr15-38400000	chr15	38400000	38500000	+	11677	chr15-37900000	chr15	37900000	38000000	+	17786	495365	123	38.108355	1.759727	-62.502031	0	4
interaction3686	chr15-72800000	chr15	72800000	72900000	+	9011	chr15-72600000	chr15	72600000	72700000	+	13037	185781	139	47.234011	2.039955	-61.710765	0	4
interaction3694	chr15-79800000	chr15	79800000	79900000	+	10059	chr15-79700000	chr15	79700000	79800000	+	7925	98018	182	72.606882	2.562235	-61.636503	0	4
interaction3700	chr15-59200000	chr15	59200000	59300000	+	12661	chr15-58700000	chr15	58700000	58800000	+	10944	475156	98	25.844459	1.995855	-61.61359	0	4
interaction3718	chr14-55000000	chr14	55000000	55100000	+	7617	chr14-54100000	chr14	54100000	54200000	+	7028	914338	51	6.799301	2.65478	-61.448096	0	4
interaction3784	chr14-28100000	chr14	28100000	28200000	+	13973	chr14-28000000	chr14	28000000	28100000	+	9198	102085	247	115.062058	2.133085	-60.764598	0	4
interaction3787	chr15-79400000	chr15	79400000	79500000	+	11696	chr15-79100000	chr15	79100000	79200000	+	6766	299138	97	25.728871	2.217145	-60.735833	0	4
interaction3790	chr15-63500000	chr15	63500000	63600000	+	11422	chr15-61700000	chr15	61700000	61800000	+	10949	1790390	54	7.875123	2.3126	-60.696511	0	4
interaction3811	chr15-97300000	chr15	97300000	97400000	+	7165	chr15-97200000	chr15	97200000	97300000	+	11899	72323	194	80.919922	2.438957	-60.477703	0	4
interaction3845	chr14-79500000	chr14	79500000	79600000	+	9888	chr14-79000000	chr14	79000000	79100000	+	9956	478931	82	18.960993	2.185918	-60.100967	0	4
interaction3846	chr15-5700000	chr15	5700000	5800000	+	9974	chr15-5100000	chr15	5100000	5200000	+	13854	585172	93	24.004275	1.961589	-60.0904	0	4
interaction3855	chr14-77100000	chr14	77100000	77200000	+	14472	chr14-76900000	chr14	76900000	77000000	+	11264	196954	165	63.194345	1.816362	-60.007623	0	4
interaction3862	chr14-58500000	chr14	58500000	58600000	+	14212	chr14-58300000	chr14	58300000	58400000	+	11581	197877	167	64.415116	1.803098	-59.960502	0	4
interaction3889	chr15-83400000	chr15	83400000	83500000	+	9184	chr15-83300000	chr15	83300000	83400000	+	10159	82812	199	84.478823	2.390223	-59.724403	0	4
interaction3901	chr15-62900000	chr15	62900000	63000000	+	10196	chr15-61800000	chr15	61800000	61900000	+	12901	1100108	66	12.408629	2.168043	-59.662126	0	4
interaction3911	chr15-97900000	chr15	97900000	98000000	+	13463	chr15-97500000	chr15	97500000	97600000	+	8598	393513	104	29.610717	1.956076	-59.494419	0	4
interaction3931	chr15-96100000	chr15	96100000	96200000	+	12735	chr15-96000000	chr15	96000000	96100000	+	11033	78724	263	127.069635	2.031663	-59.282828	0	4
interaction3949	chr15-81000000	chr15	81000000	81100000	+	12375	chr15-80900000	chr15	80900000	81000000	+	11978	88416	265	128.584862	2.019771	-59.056718	0	4
interaction3997	chr15-85700000	chr15	85700000	85800000	+	7744	chr15-85400000	chr15	85400000	85500000	+	12243	276204	106	30.919545	2.061324	-58.792466	0	4
interaction4006	chr14-32500000	chr14	32500000	32600000	+	17168	chr14-32200000	chr14	32200000	32300000	+	10579	285588	152	56.2706	1.668604	-58.724108	0	4
interaction4016	chr14-54800000	chr14	54800000	54900000	+	11577	chr14-54000000	chr14	54000000	54100000	+	4845	786666	53	7.920041	2.561161	-58.621902	0	4
interaction4038	chr15-74900000	chr15	74900000	75000000	+	7806	chr15-74800000	chr15	74800000	74900000	+	8002	90336	153	57.073785	2.746542	-58.513447	0	4
interaction4042	chr14-62900000	chr14	62900000	63000000	+	12140	chr14-62100000	chr14	62100000	62200000	+	12196	783786	80	18.552529	1.996023	-58.472304	0	4
interaction4051	chr14-55000000	chr14	55000000	55100000	+	7617	chr14-54000000	chr14	54000000	54100000	+	4845	1000312	41	4.317765	2.881031	-58.407497	0	4
interaction4066	chr14-75300000	chr14	75300000	75400000	+	11050	chr14-75200000	chr14	75200000	75300000	+	12489	108073	245	115.717644	2.094517	-58.297287	0	4
interaction4085	chr14-70500000	chr14	70500000	70600000	+	8645	chr14-70100000	chr14	70100000	70200000	+	6821	416898	70	14.398448	2.443481	-58.13793	0	4
interaction4101	chr15-85800000	chr15	85800000	85900000	+	8429	chr15-85400000	chr15	85400000	85500000	+	12243	393106	95	25.707692	2.03274	-58.05115	0	4
interaction4113	chr14-17200000	chr14	17200000	17300000	+	13792	chr14-15600000	chr14	15600000	15700000	+	12209	1593849	66	12.812013	2.016199	-57.921997	0	4
interaction4122	chr14-55300000	chr14	55300000	55400000	+	8365	chr14-55200000	chr14	55200000	55300000	+	11028	66815	194	82.725895	2.377512	-57.829915	0	4
interaction4128	chr15-59600000	chr15	59600000	59700000	+	12934	chr15-59100000	chr15	59100000	59200000	+	13566	483959	108	32.3059	1.810228	-57.780668	0	4
interaction4152	chr14-63000000	chr14	63000000	63100000	+	9007	chr14-62100000	chr14	62100000	62200000	+	12196	878691	65	12.514084	2.195806	-57.552855	0	4
interaction4168	chr15-81400000	chr15	81400000	81500000	+	9355	chr15-81300000	chr15	81300000	81400000	+	8354	90139	175	71.051591	2.51292	-57.4332	0	4
interaction4177	chr15-80500000	chr15	80500000	80600000	+	14857	chr15-79800000	chr15	79800000	79900000	+	10059	703753	87	22.105266	1.926299	-57.376167	0	4
interaction4190	chr15-81500000	chr15	81500000	81600000	+	9152	chr15-78800000	chr15	78800000	78900000	+	9763	2712158	41	4.447818	2.522192	-57.252805	0	4
interaction4194	chr15-63500000	chr15	63500000	63600000	+	11422	chr15-61500000	chr15	61500000	61600000	+	14136	1992079	56	9.197393	2.156998	-57.209751	0	4
interaction4198	chr15-97900000	chr15	97900000	98000000	+	13463	chr15-97800000	chr15	97800000	97900000	+	11486	92645	282	142.18678	1.91301	-57.201364	0	4
interaction4209	chr15-63400000	chr15	63400000	63500000	+	12956	chr15-62200000	chr15	62200000	62300000	+	10042	1201107	62	11.445693	2.161111	-57.105728	0	4
interaction4210	chr15-57800000	chr15	57800000	57900000	+	11212	chr15-57600000	chr15	57600000	57700000	+	12454	189020	147	54.264506	1.88467	-57.103967	0	4
interaction4212	chr14-61700000	chr14	61700000	61800000	+	12171	chr14-61400000	chr14	61400000	61500000	+	10788	312481	121	39.562058	1.873499	-57.065031	0	4
